,variance,pearson,mutual_info,relieff,mrmr,rfe,boruta,shap
variance,1.0,0.38589211618257263,0.3726027397260274,0.3820689655172414,0.39748953974895396,0.3046875,0.4778761061946903,0.363265306122449
pearson,0.38589211618257263,1.0,0.7578947368421053,0.4438040345821326,0.568075117370892,0.31151832460732987,0.4375896700143472,0.5879556259904913
mutual_info,0.3726027397260274,0.7578947368421053,1.0,0.441726618705036,0.5227963525835866,0.3201581027667984,0.46277372262773725,0.6372549019607843
relieff,0.3820689655172414,0.4438040345821326,0.441726618705036,1.0,0.5955414012738853,0.40730337078651685,0.49107142857142855,0.6266233766233766
mrmr,0.39748953974895396,0.568075117370892,0.5227963525835866,0.5955414012738853,1.0,0.3994413407821229,0.4977578475336323,0.5955414012738853
rfe,0.3046875,0.31151832460732987,0.3201581027667984,0.40730337078651685,0.3994413407821229,1.0,0.33067729083665337,0.40730337078651685
boruta,0.4778761061946903,0.4375896700143472,0.46277372262773725,0.49107142857142855,0.4977578475336323,0.33067729083665337,1.0,0.4932935916542474
shap,0.363265306122449,0.5879556259904913,0.6372549019607843,0.6266233766233766,0.5955414012738853,0.40730337078651685,0.4932935916542474,1.0
