accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,NAR,FNR,n_alarms,n_events,protocol,n_train,n_test,train_seconds,n_params,epochs,final_loss
0.9270191372040221,0.9245260562331016,0.9250311690930868,0.9245260562331016,0.9247175322115799,0.9269329261849016,0.004032258064516129,0.01002004008016032,2480,2495,Cao released 8:2 split (leaky),12335,3083,609.5,7421,50,0.1464
0.9112590127565169,0.9112612688825941,0.9070687728488851,0.9112612688825941,0.9088403459793724,0.9113053484386524,0.004461440407903123,0.008883248730964468,1569,1576,session-grouped split (ours),12155,1803,600.2,7421,50,0.1495
