feature,importance,domain
TF:DWT_L0_std,38.0,TF
TF:DWT_L5_mean,38.0,TF
TF:WPT_daaa_log_energy,37.0,TF
TF:DWT_L5_range,37.0,TF
TF:glcm_32_homogeneity_d2_a2,37.0,TF
TF:WPT_aadd_mad,36.0,TF
TF:glcm_2_homogeneity_d1_a0,36.0,TF
FREQ:mag_range,36.0,FREQ
TF:WPT_ddda_range,36.0,TF
TF:DWT_L6_iqr,36.0,TF
TF:glcm_67_homogeneity_d4_a1,36.0,TF
TF:tf_occupancy,36.0,TF
TF:DWT_L2_p2p,36.0,TF
TF:DWT_L2_std,35.0,TF
TF:WPT_adaa_tk_max,35.0,TF
TF:WPT_addd_tk_std,35.0,TF
TF:WPT_adad_abs_mean,35.0,TF
TF:WPT_aaad_min,35.0,TF
TF:DWT_L0_energy,35.0,TF
TF:WPT_aaad_abs_mean,35.0,TF
TIME:rms_to_mad,35.0,TIME
TF:WPT_daad_abs_mean,35.0,TF
TIME:env_std,35.0,TIME
TIME:mean_abs,35.0,TIME
TF:WPT_addd_rel_energy,34.0,TF
TF:WPT_dada_tk_mean,34.0,TF
TF:stft_entropy,33.0,TF
TF:WPT_aadd_abs_mean,32.0,TF
TF:WPT_band_spread,32.0,TF
TF:DWT_L0_log_energy,32.0,TF
TF:DWT_L1_p2p,32.0,TF
TF:Ef_iqr,32.0,TF
FREQ:mag_mean,31.0,FREQ
TF:WPT_adda_abs_mean,31.0,TF
TF:glcm_5_contrast_d1_a1,31.0,TF
TF:WPT_dddd_log_energy,30.0,TF
TF:WPT_ddad_rel_energy,30.0,TF
TF:WPT_aaad_max,30.0,TF
TF:DWT_L5_iqr,30.0,TF
TIME:env_mean,29.0,TIME
TF:WPT_adad_rel_energy,29.0,TF
FREQ:bandP_6,29.0,FREQ
FREQ:bandP_5,29.0,FREQ
TF:WPT_aaad_rel_energy,29.0,TF
TF:WPT_aada_rel_energy,29.0,TF
TF:DWT_L2_log_energy,28.0,TF
TF:stft_p90,28.0,TF
TF:DWT_L5_mad,27.0,TF
TF:WPT_ddaa_tk_max,26.0,TF
TF:WPT_aaad_tk_max,26.0,TF
TF:WPT_aadd_rel_energy,26.0,TF
FREQ:hist_b20,26.0,FREQ
TF:Ef_centroid,26.0,TF
TF:WPT_aada_abs_mean,26.0,TF
TF:DWT_L0_rms,25.0,TF
TF:DWT_L2_energy,25.0,TF
TF:WPT_ddaa_tk_mean,25.0,TF
TF:WPT_dada_rel_energy,25.0,TF
TF:stft_gini,25.0,TF
TF:WPT_adaa_tk_std,25.0,TF
TF:glcm_16_energy_d1_a3,24.0,TF
TF:das_low_high_ratio,24.0,TF
TF:WPT_dada_p2p,24.0,TF
TF:WPT_daad_rel_energy,24.0,TF
TF:glcm_51_energy_d3_a2,23.0,TF
TF:WPT_ddaa_log_energy,23.0,TF
TF:glcm_56_energy_d3_a3,23.0,TF
TF:WPT_ddda_std,23.0,TF
TF:WPT_dadd_rel_energy,23.0,TF
TF:Ef_rolloff85,23.0,TF
TF:WPT_band_entropy,22.0,TF
TF:glcm_41_energy_d3_a0,22.0,TF
TF:DWT_L6_mad,22.0,TF
TF:glcm_46_energy_d3_a1,21.0,TF
TF:WPT_adda_std,21.0,TF
TF:WPT_dddd_var,21.0,TF
TF:glcm_21_energy_d2_a0,21.0,TF
TF:WPT_ddaa_rel_energy,21.0,TF
TF:WPT_adad_p2p,21.0,TF
TF:glcm_6_energy_d1_a1,21.0,TF
TF:WPT_dadd_abs_mean,21.0,TF
TF:DWT_L4_tk_mean,21.0,TF
TF:WPT_dadd_p2p,20.0,TF
TF:DWT_L3_std,20.0,TF
FREQ:mag_std,20.0,FREQ
FREQ:bandP_rel_4,20.0,FREQ
TIME:autocorr_lag10,20.0,TIME
TF:WPT_daad_std,20.0,TF
TF:WPT_dddd_std,19.0,TF
TF:glcm_76_energy_d4_a3,19.0,TF
TF:WPT_aaaa_p2p,19.0,TF
TF:WPT_addd_abs_mean,19.0,TF
TF:WPT_addd_p2p,18.0,TF
TF:glcm_11_energy_d1_a2,18.0,TF
TF:WPT_ddaa_tk_std,18.0,TF
TIME:zcr_rate,18.0,TIME
TF:WPT_ddaa_range,18.0,TF
FREQ:psd_max,18.0,FREQ
TF:WPT_adaa_log_energy,18.0,TF
TF:WPT_ddda_rms,18.0,TF
TF:WPT_ddda_log_energy,18.0,TF
TF:WPT_dddd_energy,18.0,TF
TF:WPT_ddad_log_energy,18.0,TF
TF:glcm_38_correlation_d2_a3,18.0,TF
TF:WPT_adaa_var,18.0,TF
TF:WPT_dada_abs_mean,17.0,TF
TF:WPT_adaa_rel_energy,17.0,TF
TF:WPT_daaa_var,17.0,TF
TF:WPT_dddd_p2p,17.0,TF
TF:DWT_L2_var,17.0,TF
TF:WPT_dada_log_energy,17.0,TF
TF:stft_range,17.0,TF
TF:glcm_31_energy_d2_a2,17.0,TF
TF:WPT_daaa_p2p,17.0,TF
TF:Ef_range,16.0,TF
TF:WPT_adad_std,16.0,TF
TF:glcm_64_entropy_d4_a0,16.0,TF
TF:WPT_daaa_rms,16.0,TF
FREQ:frac_low,16.0,FREQ
TF:glcm_1_energy_d1_a0,16.0,TF
TF:glcm_28_correlation_d2_a1,16.0,TF
TF:WPT_dadd_std,15.0,TF
TF:WPT_daad_energy,15.0,TF
TF:WPT_ddad_std,15.0,TF
TF:WPT_daaa_energy,15.0,TF
TF:DWT_L0_p2p,15.0,TF
TF:WPT_adda_log_energy,15.0,TF
TF:WPT_adaa_p2p,15.0,TF
TF:glcm_71_energy_d4_a2,15.0,TF
TF:glcm_61_energy_d4_a0,15.0,TF
TF:glcm_66_energy_d4_a1,14.0,TF
FREQ:hist_b19,14.0,FREQ
TF:WPT_ddda_energy,14.0,TF
TF:WPT_aaad_mad,14.0,TF
TF:WPT_aadd_p2p,14.0,TF
FREQ:ratio_low_high,14.0,FREQ
TF:WPT_low_high_ratio,14.0,TF
TF:WPT_aaaa_std,14.0,TF
TIME:burst_rate,13.0,TIME
TF:glcm_44_entropy_d3_a0,13.0,TF
TF:WPT_aada_std,13.0,TF
TF:WPT_adda_energy,13.0,TF
TF:DWT_L3_p2p,13.0,TF
TF:WPT_aada_log_energy,13.0,TF
TF:WPT_daaa_std,13.0,TF
FREQ:frac_high,13.0,FREQ
TF:DWT_L4_p2p,13.0,TF
TF:WPT_ddda_var,13.0,TF
TF:DWT_L2_rms,13.0,TF
TF:glcm_25_contrast_d2_a1,13.0,TF
TF:WPT_daad_log_energy,13.0,TF
TF:WPT_ddad_energy,13.0,TF
TIME:peak_rate,13.0,TIME
TF:WPT_aadd_log_energy,13.0,TF
TF:WPT_aaad_tk_std,13.0,TF
TF:DWT_L6_tk_mean,12.0,TF
TF:WPT_aaad_iqr,12.0,TF
TF:WPT_ddda_p2p,12.0,TF
TF:glcm_9_entropy_d1_a1,12.0,TF
TF:WPT_aadd_energy,12.0,TF
TF:WPT_adad_energy,12.0,TF
TF:glcm_27_homogeneity_d2_a1,12.0,TF
TF:WPT_adaa_std,12.0,TF
TF:DWT_L5_tk_mean,11.0,TF
TF:WPT_ddad_rms,11.0,TF
TIME:hjorth_complexity,11.0,TIME
TF:WPT_aadd_std,11.0,TF
TIME:autocorr_lag1,11.0,TIME
TF:WPT_dada_std,11.0,TF
TF:WPT_ddad_p2p,11.0,TF
TF:WPT_aaad_tk_mean,11.0,TF
TF:WPT_dadd_log_energy,11.0,TF
TF:WPT_daad_rms,11.0,TF
TIME:d2_std,10.0,TIME
TIME:clearance_factor,10.0,TIME
TF:glcm_69_entropy_d4_a1,10.0,TF
TF:WPT_aada_p2p,10.0,TF
TF:glcm_19_entropy_d1_a3,10.0,TF
TF:WPT_addd_std,10.0,TF
TF:DWT_L3_energy,10.0,TF
TF:glcm_37_homogeneity_d2_a3,10.0,TF
TF:WPT_adda_var,10.0,TF
TF:DWT_L6_p2p,10.0,TF
TF:WPT_daad_p2p,10.0,TF
FREQ:bandP_rel_6,10.0,FREQ
TF:glcm_24_entropy_d2_a0,10.0,TF
TF:WPT_ddaa_var,10.0,TF
TF:glcm_14_entropy_d1_a2,10.0,TF
TF:WPT_aadd_var,10.0,TF
TF:WPT_dada_energy,10.0,TF
TF:WPT_ddaa_rms,9.0,TF
TF:WPT_adad_rms,9.0,TF
TF:WPT_adad_log_energy,9.0,TF
TF:DWT_L4_var,9.0,TF
TF:glcm_35_contrast_d2_a3,9.0,TF
TIME:crest_factor,9.0,TIME
FREQ:bandP_rel_5,9.0,FREQ
TF:WPT_adda_p2p,9.0,TF
TF:WPT_addd_energy,8.0,TF
TF:WPT_daad_var,8.0,TF
TIME:d1_std,8.0,TIME
TF:WPT_adad_var,8.0,TF
TF:WPT_adaa_energy,8.0,TF
TF:glcm_54_entropy_d3_a2,8.0,TF
TF:WPT_aada_rms,8.0,TF
TF:WPT_aada_var,8.0,TF
TIME:range_over_std,8.0,TIME
TF:WPT_dada_var,8.0,TF
TF:glcm_59_entropy_d3_a3,8.0,TF
TF:WPT_dada_rms,8.0,TF
TF:glcm_74_entropy_d4_a2,8.0,TF
TF:WPT_ddad_var,8.0,TF
TF:WPT_band_centroid,8.0,TF
TF:glcm_79_entropy_d4_a3,8.0,TF
TF:glcm_49_entropy_d3_a1,8.0,TF
TF:glcm_4_entropy_d1_a0,7.0,TF
TF:DWT_L5_p2p,7.0,TF
TIME:d2_mean_abs,7.0,TIME
TF:WPT_aaaa_log_energy,7.0,TF
TF:WPT_adda_rms,7.0,TF
TF:WPT_aada_energy,7.0,TF
TF:WPT_aaaa_energy,7.0,TF
TF:DWT_L4_std,7.0,TF
TF:WPT_ddaa_std,6.0,TF
TF:Ef_mean,6.0,TF
TF:WPT_addd_log_energy,6.0,TF
TF:DWT_L4_log_energy,6.0,TF
TF:DWT_L6_log_energy,5.0,TF
TF:WPT_adaa_rms,5.0,TF
TF:glcm_26_energy_d2_a1,5.0,TF
TF:DWT_L3_log_energy,5.0,TF
TF:WPT_aaaa_var,5.0,TF
TF:DWT_L6_std,5.0,TF
TF:WPT_aaaa_rel_energy,5.0,TF
TF:WPT_dddd_rms,5.0,TF
TF:WPT_aadd_rms,5.0,TF
FREQ:psd_range,5.0,FREQ
TF:DWT_L5_var,5.0,TF
TF:WPT_ddaa_p2p,5.0,TF
TF:WPT_ddaa_energy,5.0,TF
TIME:tkeo_mean,4.0,TIME
FREQ:peak1_amp,4.0,FREQ
TF:glcm_34_entropy_d2_a2,4.0,TF
TF:WPT_dadd_var,4.0,TF
TF:DWT_L5_std,4.0,TF
TF:DWT_L3_var,4.0,TF
TF:WPT_dadd_rms,4.0,TF
TF:WPT_dadd_energy,3.0,TF
TF:WPT_aaad_range,3.0,TF
TF:WPT_aaad_p2p,3.0,TF
TF:DWT_L5_log_energy,3.0,TF
TF:WPT_addd_var,3.0,TF
TF:WPT_aaaa_rms,3.0,TF
TF:DWT_L5_rms,3.0,TF
TIME:d1_mean_abs,3.0,TIME
TF:DWT_L6_var,2.0,TF
TF:DWT_L4_energy,2.0,TF
TF:WPT_addd_rms,2.0,TF
TF:glcm_36_energy_d2_a3,2.0,TF
TF:glcm_29_entropy_d2_a1,1.0,TF
TF:DWT_L3_rms,1.0,TF
FREQ:ratio_high_tail,1.0,FREQ
TIME:waveform_length,1.0,TIME
FREQ:pow_mean,1.0,FREQ
TF:DWT_L6_rms,1.0,TF
TF:glcm_39_entropy_d2_a3,1.0,TF
TF:DWT_L4_rms,1.0,TF
TIME:mean_power,0.0,TIME
TF:DWT_L5_energy,0.0,TF
SPAT:sp_n_clusters,0.0,SPAT
TIME:sem,0.0,TIME
SPAT:sp_cluster_mean,0.0,SPAT
SPAT:sp_cluster_max,0.0,SPAT
SPAT:sp_cluster_std,0.0,SPAT
SPAT:sp_coverage,0.0,SPAT
SPAT:st_std,0.0,SPAT
TIME:log_energy,0.0,TIME
TIME:var,0.0,TIME
TIME:zero_frac,0.0,TIME
SPAT:st_energy,0.0,SPAT
TIME:rms,0.0,TIME
TIME:energy,0.0,TIME
TF:DWT_L6_energy,0.0,TF
SPAT:sp_active50,0.0,SPAT
SPAT:sp_smoothness,0.0,SPAT
FREQ:hist_b8,0.0,FREQ
FREQ:hist_b13,0.0,FREQ
FREQ:hist_b12,0.0,FREQ
FREQ:hist_b11,0.0,FREQ
FREQ:hist_b10,0.0,FREQ
FREQ:hist_b9,0.0,FREQ
TIME:hjorth_activity,0.0,TIME
TIME:hjorth_mobility,0.0,TIME
FREQ:hist_b7,0.0,FREQ
FREQ:hist_b18,0.0,FREQ
FREQ:hist_b6,0.0,FREQ
FREQ:hist_b5,0.0,FREQ
FREQ:hist_b4,0.0,FREQ
FREQ:hist_b3,0.0,FREQ
FREQ:hist_b2,0.0,FREQ
FREQ:hist_b1,0.0,FREQ
FREQ:hist_b0,0.0,FREQ
FREQ:hist_b14,0.0,FREQ
TIME:std,0.0,TIME
FREQ:hist_b15,0.0,FREQ
FREQ:hist_b16,0.0,FREQ
TF:WPT_aaad_std,0.0,TF
TF:WPT_aaad_var,0.0,TF
SPAT:sp_top3_frac,0.0,SPAT
SPAT:sp_max_frac,0.0,SPAT
SPAT:sp_flatness,0.0,SPAT
SPAT:sp_entropy,0.0,SPAT
TF:WPT_aaad_energy,0.0,TF
TF:WPT_aaad_log_energy,0.0,TF
TF:WPT_aaad_rms,0.0,TF
FREQ:hist_b17,0.0,FREQ
SPAT:sp_active_frac,0.0,SPAT
SPAT:sp_active10,0.0,SPAT
SPAT:sp_width,0.0,SPAT
SPAT:sp_spread,0.0,SPAT
SPAT:sp_centroid,0.0,SPAT
TIME:autocorr_peak,0.0,TIME
