n_classes,dropped,n_samples,accuracy,balanced_accuracy,f1_macro,f1_gain_pp
9,(none),172458,90.70937003705664,81.972302877109,81.97812540172855,0.0
8,openclose,166644,92.57363505747126,92.35195149276552,92.5951271039918,10.62
7,"openclose, car",137635,94.7244767193507,94.48011975303311,94.54744609759332,12.57
